"filename", "language", "XML", "C#", "Markdown", "JavaScript", "ASP.NET Razor", "MS SQL", "JSON", "PostCSS", "comment", "blank", "total"
"d:\.net\start\start.csproj", "XML", 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"d:\.net\start\wwwroot\css\Account\editprofile.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 153, 5, 26, 184
"d:\.net\start\wwwroot\css\Account\login.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 280, 7, 49, 336
"d:\.net\start\wwwroot\css\Account\profile.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 199, 14, 20, 233
"d:\.net\start\wwwroot\css\Account\register.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 43, 4, 9, 56
"d:\.net\start\wwwroot\css\Account\verify-email.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 71, 0, 12, 83
"d:\.net\start\wwwroot\css\Admin\admin.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 945, 56, 168, 1169
"d:\.net\start\wwwroot\css\Admin\profile.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 191, 11, 35, 237
"d:\.net\start\wwwroot\css\Layout\index_page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 133, 0, 23, 156
"d:\.net\start\wwwroot\css\Layout\site.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 373, 7, 69, 449
"d:\.net\start\wwwroot\css\Order\order-history.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 90, 12, 18, 120
"d:\.net\start\wwwroot\css\Order\order.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 439, 14, 94, 547
"d:\.net\start\wwwroot\css\Order\orderconfirmed.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 206, 42, 39, 287
"d:\.net\start\wwwroot\css\Order\track.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 297, 18, 40, 355
"d:\.net\start\wwwroot\css\Product\product.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 997, 63, 144, 1204
"d:\.net\start\wwwroot\css\StaticContent\News.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 202, 12, 31, 245
"d:\.net\start\wwwroot\css\StaticContent\NewsDetail.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 92, 7, 13, 112
"d:\.net\start\wwwroot\css\StaticContent\Store.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 257, 13, 40, 310
"d:\.net\start\wwwroot\css\StaticContent\contact.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 221, 32, 26, 279
"d:\.net\start\wwwroot\css\StaticContent\introduce.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 255, 14, 44, 313
"d:\.net\start\wwwroot\css\employee\contract.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 86, 9, 10, 105
"d:\.net\start\wwwroot\css\employee\dayoff.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 132, 20, 25, 177
"d:\.net\start\wwwroot\css\employee\editprofile.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 50, 8, 9, 67
"d:\.net\start\wwwroot\css\employee\profile.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 176, 16, 19, 211
"d:\.net\start\wwwroot\css\employee\salary.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 39, 6, 6, 51
"d:\.net\start\wwwroot\css\employee\schedule.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 150, 17, 29, 196
"d:\.net\start\wwwroot\js\admin-dropdown.js", "JavaScript", 0, 0, 0, 68, 0, 0, 0, 0, 20, 20, 108
"d:\.net\start\wwwroot\js\order-history.js", "JavaScript", 0, 0, 0, 94, 0, 0, 0, 0, 3, 10, 107
"d:\.net\start\wwwroot\js\order.js", "JavaScript", 0, 0, 0, 406, 0, 0, 0, 0, 31, 44, 481
"d:\.net\start\wwwroot\js\privacy.js", "JavaScript", 0, 0, 0, 68, 0, 0, 0, 0, 9, 11, 88
"d:\.net\start\wwwroot\js\product-ajax.js", "JavaScript", 0, 0, 0, 441, 0, 0, 0, 0, 67, 76, 584
"d:\.net\start\wwwroot\js\product.js", "JavaScript", 0, 0, 0, 243, 0, 0, 0, 0, 50, 49, 342
"d:\.net\start\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5
"d:\.net\start\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 3886, 6, 193, 4085
"d:\.net\start\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 6
"d:\.net\start\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 3886, 6, 192, 4084
